Tank,Shadow,Yeti,0.6785555555555556
Nymph,Robot,Echnida,0.6834647887323944
Unicorn,Goblin,Yeti,0.7528333333333334
Nymph,Puppet,Hero,0.6986271186440678
Mermaid,Puppet,Shadow,0.7263
Kraken,Phoenix,Troll,0.65672
Fairy,Robot,Wizard,0.6678676470588235
Tank,Puppet,Cyclops,0.6629016393442623
Mermaid,Wizard,Werewolf,0.6673676470588236
Kraken,Elf,Hero,0.6592166666666667
Tank,Shadow,Goblin,0.657179104477612
Nymph,Monk,Giant,0.6513382352941176
Pirate,Tank,Shadow,0.6403066666666667
Robot,Troll,Monk,0.625
Cleric,Wizard,Cyclops,0.6811833333333334
Fairy,Knight,Shadow,0.6910172413793103
Nymph,Elf,Werewolf,0.6570259740259741
Kraken,Hero,Giant,0.5993283582089552
Mermaid,Phoenix,Monk,0.688936507936508
Fairy,Echnida,Giant,0.5866710526315789
Kraken,Yeti,Monk,0.6663582089552239
Fairy,Puppet,Vampire,0.6996438356164384
Zombie,Wizard,Goblin,0.6692575757575757
Fairy,Pirate,Cleric,0.6954347826086956
Assassin,Elf,Werewolf,0.5849275362318841
Kraken,Cleric,Wizard,0.6550754716981132
Hero,Vampire,Giant,0.6086666666666667
Alien,Pirate,Echnida,0.6312727272727273
Echnida,Yeti,Giant,0.6115735294117647
Troll,Giant,Cyclops,0.6475571428571428
Dragon,Knight,Echnida,0.6412575757575758
Mermaid,Shadow,Monk,0.6867462686567164
Dragon,Mage,Elf,0.6349259259259259
Mermaid,Knight,Assassin,0.6492745098039215
Yeti,Elf,Vampire,0.6522285714285714
Shadow,Wizard,Monk,0.6543333333333333
Kraken,Phoenix,Robot,0.6330196078431373
Knight,Unicorn,Shadow,0.6842
Alien,Phoenix,Puppet,0.6487887323943662
Tank,Puppet,Hero,0.5690617283950617
Robot,Cleric,Cyclops,0.6552461538461538
Kraken,Mage,Troll,0.648843137254902
Zombie,Puppet,Wizard,0.6801090909090909
Kraken,Pirate,Wizard,0.6468358208955224
Unicorn,Goblin,Assassin,0.6952352941176471
Alien,Dragon,Wizard,0.6454576271186441
Zombie,Mermaid,Vampire,0.7109634146341464
Cleric,Assassin,Elf,0.6395396825396825
Nymph,Wizard,Cyclops,0.7210961538461539
Fairy,Kraken,Phoenix,0.6780483870967742
Alien,Goblin,Werewolf,0.6536481481481482
Cleric,Puppet,Monk,0.6662432432432432
Alien,Cyclops,Werewolf,0.6543846153846153
Alien,Mage,Werewolf,0.6626515151515151
Mermaid,Dragon,Puppet,0.6901911764705883
Zombie,Elf,Giant,0.6153058823529411
Kraken,Tank,Wizard,0.6104
Phoenix,Knight,Assassin,0.628406779661017
Shadow,Mage,Giant,0.6502592592592593
Phoenix,Assassin,Giant,0.6169154929577465
Zombie,Kraken,Yeti,0.7022266666666667
Alien,Monk,Giant,0.616828125
Fairy,Wizard,Vampire,0.6826833333333333
Mermaid,Goblin,Werewolf,0.7035714285714286
Nymph,Pirate,Hero,0.7686760563380282
Mage,Echnida,Goblin,0.6646153846153846
Phoenix,Cleric,Monk,0.6445882352941177
Fairy,Pirate,Shadow,0.7032068965517242
Phoenix,Troll,Assassin,0.6464756097560975
Alien,Mermaid,Robot,0.6591964285714286
Pirate,Tank,Hero,0.6863823529411764
Pirate,Robot,Puppet,0.666875
Kraken,Cleric,Goblin,0.672
Zombie,Knight,Troll,0.6691617647058824
Kraken,Echnida,Vampire,0.6545076923076923
Cleric,Troll,Cyclops,0.6950727272727273
Zombie,Shadow,Goblin,0.6926461538461538
Unicorn,Giant,Werewolf,0.6462096774193549
Tank,Mage,Hero,0.5173703703703704
Tank,Shadow,Assassin,0.6244098360655738
Nymph,Alien,Unicorn,0.6837755102040817
Phoenix,Echnida,Cyclops,0.6438
Knight,Tank,Robot,0.5264342105263158
Fairy,Tank,Cleric,0.5787538461538462
Zombie,Wizard,Cyclops,0.6574133333333333
Nymph,Phoenix,Tank,0.610418918918919
Dragon,Unicorn,Wizard,0.6718115942028986
Nymph,Knight,Troll,0.7217931034482759
Cleric,Yeti,Elf,0.6639206349206349
Zombie,Tank,Shadow,0.6767241379310345
Kraken,Phoenix,Vampire,0.64102
Wizard,Assassin,Vampire,0.6470172413793104
Fairy,Giant,Werewolf,0.6494857142857143
Kraken,Mermaid,Assassin,0.661661971830986
Nymph,Unicorn,Vampire,0.7112289156626506
Zombie,Phoenix,Assassin,0.6531818181818182
Mage,Giant,Cyclops,0.6719137931034482
Knight,Shadow,Vampire,0.6973150684931507
Fairy,Wizard,Assassin,0.6732923076923077
Robot,Troll,Cyclops,0.6394153846153846
Zombie,Kraken,Shadow,0.6936666666666667
Nymph,Troll,Hero,0.7083888888888888
Phoenix,Yeti,Giant,0.6743376623376623
Knight,Cleric,Werewolf,0.665775
Fairy,Elf,Werewolf,0.559515625
Shadow,Mage,Yeti,0.6940757575757576
Zombie,Knight,Cleric,0.667796875
Fairy,Cleric,Wizard,0.6857333333333333
Kraken,Assassin,Monk,0.6416447368421052
Dragon,Pirate,Hero,0.6740333333333334
Kraken,Phoenix,Monk,0.6403380281690141
Dragon,Robot,Mage,0.6249701492537313
Phoenix,Unicorn,Cleric,0.7064385964912281
Phoenix,Shadow,Echnida,0.6414637681159421
Tank,Robot,Unicorn,0.5132615384615384
Knight,Cleric,Hero,0.5974375
Tank,Wizard,Assassin,0.6167101449275363
Fairy,Robot,Echnida,0.6226666666666667
Alien,Knight,Tank,0.6040289855072464
Nymph,Pirate,Goblin,0.7703181818181818
Tank,Cleric,Cyclops,0.6746575342465754
Knight,Echnida,Werewolf,0.631421875
Mermaid,Phoenix,Goblin,0.6985079365079365
Kraken,Cleric,Troll,0.6615862068965517
Phoenix,Robot,Hero,0.6608548387096774
Zombie,Knight,Tank,0.626775
Fairy,Mermaid,Pirate,0.7204029850746269
Pirate,Elf,Werewolf,0.6172328767123287
Kraken,Unicorn,Echnida,0.6535076923076923
Dragon,Shadow,Assassin,0.6705272727272727
Zombie,Tank,Giant,0.6385479452054794
Fairy,Phoenix,Wizard,0.6550410958904109
Mage,Hero,Giant,0.6060163934426229
Phoenix,Echnida,Hero,0.6521206896551724
Tank,Shadow,Monk,0.6564561403508772
Zombie,Pirate,Giant,0.6338214285714285
Unicorn,Hero,Vampire,0.6700281690140845
Knight,Echnida,Monk,0.6197321428571428
Goblin,Hero,Cyclops,0.73984375
Alien,Puppet,Vampire,0.6855625
Mermaid,Tank,Wizard,0.608983606557377
Dragon,Echnida,Werewolf,0.620140350877193
Phoenix,Mage,Echnida,0.6279318181818182
Kraken,Goblin,Cyclops,0.6849818181818181
Fairy,Cyclops,Werewolf,0.6866190476190476
Dragon,Pirate,Robot,0.6428550724637682
Puppet,Hero,Werewolf,0.7050869565217391
Mermaid,Phoenix,Giant,0.6208360655737705
Zombie,Tank,Werewolf,0.6435576923076923
Nymph,Unicorn,Puppet,0.7298656716417911
Fairy,Dragon,Cleric,0.6755932203389831
Kraken,Phoenix,Yeti,0.66308
Kraken,Assassin,Giant,0.6090819672131148
Dragon,Pirate,Goblin,0.6589508196721311
Mermaid,Wizard,Mage,0.6418714285714285
Pirate,Cleric,Hero,0.7381111111111112
Tank,Unicorn,Vampire,0.5958676470588236
Alien,Unicorn,Troll,0.704
Mermaid,Dragon,Wizard,0.6770588235294117
Alien,Elf,Monk,0.6089041095890411
Fairy,Mermaid,Cleric,0.68016
Troll,Vampire,Monk,0.6287777777777778
Shadow,Wizard,Hero,0.7040694444444444
Nymph,Cleric,Troll,0.7402222222222222
Knight,Yeti,Giant,0.6521904761904762
Dragon,Pirate,Assassin,0.640795918367347
Unicorn,Yeti,Hero,0.7032962962962963
Phoenix,Pirate,Giant,0.6087272727272727
Dragon,Yeti,Hero,0.7144459459459459
Tank,Goblin,Elf,0.6086666666666667
Kraken,Giant,Werewolf,0.6270645161290322
Dragon,Cleric,Troll,0.6924727272727272
Dragon,Knight,Goblin,0.6850277777777778
Zombie,Yeti,Monk,0.6760483870967742
Pirate,Troll,Elf,0.6349041095890411
Alien,Troll,Giant,0.6321594202898551
Phoenix,Dragon,Elf,0.6473636363636364
Mage,Elf,Cyclops,0.6497424242424242
Knight,Monk,Werewolf,0.6055254237288136
Wizard,Yeti,Cyclops,0.6970943396226416
Robot,Unicorn,Monk,0.5930701754385965
Mermaid,Yeti,Elf,0.6939677419354838
Zombie,Wizard,Troll,0.6481973684210526
Mermaid,Tank,Yeti,0.6514166666666666
Nymph,Pirate,Tank,0.680109375
Fairy,Alien,Puppet,0.6927230769230769
Zombie,Pirate,Assassin,0.66975
Mage,Echnida,Yeti,0.6738028169014084
Mermaid,Unicorn,Assassin,0.70503125
Pirate,Wizard,Cyclops,0.6711044776119403
Nymph,Phoenix,Echnida,0.6799855072463769
Alien,Shadow,Cyclops,0.6633150684931507
Alien,Unicorn,Puppet,0.7013239436619718
Nymph,Zombie,Werewolf,0.738921568627451
Unicorn,Puppet,Elf,0.6645740740740741
Knight,Assassin,Vampire,0.6521694915254237
Tank,Echnida,Werewolf,0.5808225806451612
Zombie,Mage,Goblin,0.7079285714285715
Pirate,Yeti,Werewolf,0.6872985074626866
Nymph,Robot,Wizard,0.6938983050847458
Knight,Shadow,Monk,0.6696491228070175
Kraken,Goblin,Elf,0.6212236842105263
Phoenix,Mage,Vampire,0.6802727272727273
Knight,Unicorn,Cyclops,0.6761724137931034
Cleric,Vampire,Cyclops,0.6858703703703704
Kraken,Robot,Goblin,0.6483108108108108
Robot,Shadow,Troll,0.6532264150943397
Cleric,Assassin,Werewolf,0.6563076923076923
Cleric,Troll,Assassin,0.6605185185185185
Kraken,Unicorn,Vampire,0.6560689655172414
Shadow,Hero,Cyclops,0.7141739130434782
Kraken,Troll,Vampire,0.6619393939393939
Cleric,Shadow,Assassin,0.6737903225806452
Dragon,Echnida,Yeti,0.6493026315789474
Fairy,Mermaid,Goblin,0.7265873015873016
Kraken,Puppet,Vampire,0.6684358974358975
Nymph,Unicorn,Assassin,0.7174464285714286
Goblin,Yeti,Cyclops,0.6808611111111111
Fairy,Knight,Hero,0.687
Zombie,Cleric,Yeti,0.7095238095238096
Mermaid,Dragon,Yeti,0.7273035714285714
Pirate,Cleric,Cyclops,0.6900140845070423
Mermaid,Hero,Werewolf,0.6874054054054054
Nymph,Alien,Vampire,0.7167796610169491
Knight,Monk,Giant,0.6137
Dragon,Pirate,Vampire,0.6545538461538462
Nymph,Giant,Cyclops,0.6773255813953488
Robot,Goblin,Elf,0.6448846153846154
Dragon,Unicorn,Goblin,0.6911475409836065
Fairy,Shadow,Monk,0.647
Wizard,Mage,Assassin,0.6006595744680852
Shadow,Goblin,Werewolf,0.6857763157894737
Nymph,Kraken,Unicorn,0.6910740740740741
Dragon,Tank,Wizard,0.6102878787878788
Robot,Puppet,Mage,0.654972602739726
Dragon,Elf,Monk,0.575864406779661
Cleric,Elf,Hero,0.6876385542168675
Kraken,Echnida,Assassin,0.617265625
Knight,Robot,Yeti,0.66045
Zombie,Robot,Giant,0.6084285714285714
Mermaid,Knight,Werewolf,0.6620307692307692
Alien,Kraken,Phoenix,0.6600862068965517
Fairy,Zombie,Yeti,0.7371269841269841
Kraken,Knight,Tank,0.6055373134328358
Alien,Robot,Cleric,0.650051724137931
Tank,Yeti,Werewolf,0.63246875
Alien,Shadow,Giant,0.6542413793103449
Alien,Echnida,Yeti,0.6658169014084507
Fairy,Alien,Mage,0.6783108108108108
Echnida,Elf,Cyclops,0.6515
Monk,Giant,Werewolf,0.59048
Cleric,Troll,Werewolf,0.6775333333333333
Mage,Yeti,Assassin,0.689328125
Fairy,Alien,Pirate,0.6801304347826087
Unicorn,Troll,Cyclops,0.6763026315789473
Knight,Pirate,Monk,0.6761864406779661
Knight,Goblin,Vampire,0.674125
Kraken,Pirate,Robot,0.6428354430379747
Dragon,Unicorn,Cyclops,0.6844057971014492
Mermaid,Pirate,Monk,0.7318679245283018
Nymph,Goblin,Yeti,0.749031746031746
Alien,Knight,Robot,0.6423962264150943
Dragon,Goblin,Elf,0.6699117647058823
Nymph,Knight,Tank,0.5266949152542373
Tank,Troll,Assassin,0.6300175438596491
Puppet,Mage,Yeti,0.7036101694915254
Fairy,Cleric,Werewolf,0.6796438356164384
Mage,Goblin,Assassin,0.6725479452054794
Zombie,Wizard,Hero,0.6949848484848485
Alien,Shadow,Troll,0.6568305084745762
Dragon,Monk,Werewolf,0.5871612903225807
Unicorn,Elf,Hero,0.680972602739726
Unicorn,Mage,Troll,0.6545373134328358
Tank,Cleric,Echnida,0.629016393442623
Pirate,Shadow,Giant,0.6746865671641791
Cleric,Puppet,Wizard,0.6593157894736842
Puppet,Wizard,Goblin,0.6663880597014925
Dragon,Pirate,Giant,0.638962962962963
Nymph,Giant,Werewolf,0.6497534246575343
Tank,Unicorn,Assassin,0.61471875
Nymph,Assassin,Monk,0.6748552631578948
Phoenix,Tank,Goblin,0.6228813559322034
Phoenix,Hero,Giant,0.6368625
Nymph,Cleric,Yeti,0.7025344827586207
Pirate,Unicorn,Goblin,0.7197586206896551
Knight,Cyclops,Werewolf,0.6587076923076923
Mermaid,Vampire,Monk,0.6833150684931507
Phoenix,Pirate,Elf,0.6137931034482759
Puppet,Wizard,Troll,0.6563142857142857
Zombie,Goblin,Assassin,0.6601230769230769
Echnida,Yeti,Monk,0.5938548387096774
Unicorn,Assassin,Giant,0.6183636363636363
Cleric,Mage,Echnida,0.6681515151515152
Pirate,Robot,Unicorn,0.6577941176470589
Fairy,Tank,Troll,0.637953125
Phoenix,Puppet,Goblin,0.6358035714285715
Phoenix,Pirate,Cyclops,0.6928550724637681
Yeti,Monk,Giant,0.6499565217391304
Zombie,Tank,Unicorn,0.6517058823529411
Robot,Hero,Monk,0.6516617647058823
Unicorn,Goblin,Vampire,0.687179104477612
Tank,Goblin,Cyclops,0.6697083333333333
Dragon,Robot,Troll,0.6365294117647059
Kraken,Pirate,Cyclops,0.7119384615384615
Zombie,Yeti,Vampire,0.6945238095238095
Nymph,Mermaid,Robot,0.675265625
Dragon,Tank,Goblin,0.6308358208955224
Puppet,Yeti,Werewolf,0.6789107142857143
Fairy,Kraken,Unicorn,0.6747605633802817
Cleric,Goblin,Vampire,0.6767397260273973
Alien,Dragon,Unicorn,0.6796447368421052
Wizard,Mage,Werewolf,0.6725802469135802
Alien,Shadow,Vampire,0.694375
Dragon,Cleric,Hero,0.706948275862069
Kraken,Mermaid,Knight,0.6510588235294118
Alien,Phoenix,Echnida,0.6072923076923077
Kraken,Goblin,Monk,0.6171320754716981
Fairy,Zombie,Wizard,0.6901746031746032
Fairy,Pirate,Echnida,0.6715277777777777
Zombie,Phoenix,Giant,0.6347671232876713
Phoenix,Tank,Elf,0.5900847457627119
Nymph,Unicorn,Mage,0.6392345679012346
Tank,Cleric,Wizard,0.5784444444444444
Knight,Yeti,Werewolf,0.6852238805970149
Echnida,Vampire,Monk,0.6164603174603175
Kraken,Wizard,Assassin,0.6156567164179104
Kraken,Phoenix,Cleric,0.6639411764705883
Puppet,Elf,Cyclops,0.6551428571428571
Fairy,Kraken,Hero,0.6632280701754386
Pirate,Cleric,Giant,0.7060952380952381
Pirate,Shadow,Wizard,0.6886617647058824
Alien,Mermaid,Monk,0.6578666666666667
Mermaid,Puppet,Werewolf,0.689076923076923
Shadow,Troll,Monk,0.6706029411764706
Nymph,Mermaid,Echnida,0.7207924528301887
Knight,Puppet,Vampire,0.6613333333333333
Fairy,Kraken,Troll,0.6665970149253732
Tank,Wizard,Cyclops,0.6747611940298508
Kraken,Puppet,Elf,0.6186551724137931
Fairy,Mermaid,Vampire,0.6916190476190476
Zombie,Knight,Echnida,0.6814126984126984
Nymph,Shadow,Mage,0.7175571428571429
Knight,Wizard,Monk,0.6303974358974359
Robot,Unicorn,Giant,0.5735901639344262
Phoenix,Wizard,Echnida,0.6288412698412699
Wizard,Goblin,Giant,0.6540933333333333
Knight,Hero,Cyclops,0.6810253164556962
Zombie,Goblin,Troll,0.6601739130434783
Knight,Pirate,Wizard,0.6626162790697674
Phoenix,Troll,Werewolf,0.6369850746268657
Echnida,Elf,Monk,0.56228
Unicorn,Shadow,Cyclops,0.7275974025974026
Pirate,Troll,Vampire,0.687945205479452
Wizard,Goblin,Assassin,0.660125
Dragon,Pirate,Yeti,0.6770151515151516
Mermaid,Cleric,Mage,0.6174057971014493
Robot,Elf,Werewolf,0.6102539682539683
Fairy,Wizard,Werewolf,0.6840909090909091
Robot,Cleric,Shadow,0.6800810810810811
Tank,Wizard,Troll,0.6229294117647058
Dragon,Yeti,Werewolf,0.6520519480519481
Knight,Cleric,Cyclops,0.7002833333333334
Zombie,Goblin,Yeti,0.6981153846153846
Mermaid,Unicorn,Echnida,0.6833181818181818
Cleric,Mage,Giant,0.5936603773584905
Knight,Shadow,Giant,0.6054
Nymph,Zombie,Hero,0.7345081967213115
Kraken,Robot,Echnida,0.6115762711864406
Cleric,Shadow,Giant,0.6743620689655172
Alien,Mermaid,Shadow,0.7292033898305085
Tank,Puppet,Yeti,0.6506388888888889
Nymph,Alien,Hero,0.7081176470588235
Zombie,Troll,Werewolf,0.6679491525423729
Cleric,Goblin,Elf,0.6362638888888889
Alien,Wizard,Mage,0.6621071428571429
Nymph,Mage,Giant,0.586078947368421
Robot,Cleric,Echnida,0.6269846153846154
Mermaid,Unicorn,Vampire,0.6437714285714286
Nymph,Mage,Goblin,0.7107755102040816
Pirate,Wizard,Elf,0.6693970588235294
Phoenix,Tank,Giant,0.5701454545454545
Fairy,Dragon,Assassin,0.6901212121212121
Tank,Unicorn,Wizard,0.5804084507042253
Dragon,Knight,Monk,0.6454181818181818
Nymph,Mage,Hero,0.6279722222222223
Kraken,Dragon,Yeti,0.6813934426229509
Nymph,Goblin,Monk,0.6904050632911393
Mermaid,Tank,Hero,0.4496363636363636
Echnida,Yeti,Elf,0.6052361111111111
Mermaid,Tank,Cyclops,0.6671935483870968
Wizard,Hero,Monk,0.681
Dragon,Mage,Echnida,0.6241323529411764
Tank,Puppet,Vampire,0.645774193548387
Knight,Wizard,Goblin,0.6734603174603174
Fairy,Alien,Knight,0.7292096774193548
Dragon,Elf,Vampire,0.5915
Alien,Dragon,Giant,0.6066792452830189
Mermaid,Assassin,Werewolf,0.6617272727272727
Nymph,Pirate,Cleric,0.7461785714285715
Tank,Vampire,Cyclops,0.66755
Tank,Cleric,Giant,0.5302714285714286
Dragon,Assassin,Vampire,0.6687692307692308
Phoenix,Unicorn,Shadow,0.6918550724637681
Alien,Wizard,Echnida,0.661640625
Goblin,Assassin,Giant,0.6162424242424243
Dragon,Elf,Giant,0.570671875
Fairy,Nymph,Kraken,0.6898627450980392
Pirate,Mage,Hero,0.7114181818181818
Nymph,Shadow,Elf,0.7023125
Zombie,Cleric,Cyclops,0.7063714285714285
Yeti,Elf,Monk,0.6236617647058823
Dragon,Cleric,Puppet,0.7012
Robot,Shadow,Wizard,0.6536805555555556
Fairy,Alien,Monk,0.6393714285714286
Kraken,Wizard,Hero,0.6594556962025316
Mermaid,Tank,Cleric,0.5057714285714285
Wizard,Mage,Goblin,0.6564545454545454
Mermaid,Pirate,Shadow,0.720904109589041
Pirate,Shadow,Assassin,0.6684242424242425
Unicorn,Cleric,Cyclops,0.6953
Puppet,Hero,Vampire,0.6892456140350878
Zombie,Phoenix,Robot,0.643515625
Fairy,Mermaid,Hero,0.690359375
Knight,Unicorn,Yeti,0.6789857142857143
Dragon,Goblin,Hero,0.7212676056338028
Cleric,Yeti,Giant,0.6525081967213114
Nymph,Puppet,Elf,0.7097313432835821
Alien,Tank,Goblin,0.6681190476190476
Robot,Troll,Elf,0.6321159420289855
Mermaid,Mage,Goblin,0.7127428571428571
Unicorn,Elf,Werewolf,0.6432028985507247
Phoenix,Robot,Goblin,0.6421029411764706
Tank,Assassin,Werewolf,0.6418545454545455
Knight,Cleric,Monk,0.632462962962963
Phoenix,Dragon,Assassin,0.6457258064516129
Nymph,Robot,Unicorn,0.6513934426229508
Alien,Knight,Shadow,0.6774558823529412
Zombie,Phoenix,Monk,0.6632784810126582
Alien,Puppet,Troll,0.6626385542168675
Alien,Hero,Giant,0.660012987012987
Fairy,Kraken,Dragon,0.6782
Kraken,Mage,Cyclops,0.6743030303030303
Alien,Shadow,Hero,0.727396551724138
Knight,Robot,Giant,0.5744677419354839
Kraken,Wizard,Werewolf,0.6653709677419355
Nymph,Pirate,Puppet,0.745015625
Phoenix,Dragon,Vampire,0.6691230769230769
Pirate,Unicorn,Hero,0.7294705882352941
Nymph,Alien,Yeti,0.7231818181818181
Phoenix,Tank,Cyclops,0.6472307692307693
Dragon,Shadow,Goblin,0.6834210526315789
Knight,Unicorn,Puppet,0.666958904109589
Goblin,Monk,Cyclops,0.6961587301587302
Zombie,Unicorn,Shadow,0.7352115384615384
Nymph,Knight,Elf,0.689140625
Mermaid,Puppet,Hero,0.6758421052631579
Cleric,Wizard,Monk,0.6743239436619718
Unicorn,Elf,Vampire,0.6808115942028985
Fairy,Yeti,Giant,0.6394029850746269
Puppet,Monk,Giant,0.5883030303030303
Dragon,Goblin,Vampire,0.6772328767123288
Zombie,Hero,Vampire,0.7130119047619048
Unicorn,Wizard,Hero,0.6587941176470589
Phoenix,Dragon,Shadow,0.6653965517241379
Kraken,Robot,Shadow,0.6577833333333334
Cleric,Goblin,Troll,0.6644375
Zombie,Echnida,Monk,0.5860338983050848
Robot,Echnida,Vampire,0.6088333333333333
Zombie,Unicorn,Puppet,0.7117592592592593
Goblin,Cyclops,Werewolf,0.68892
Nymph,Phoenix,Mage,0.6685384615384615
Mermaid,Knight,Giant,0.5805777777777777
Robot,Elf,Vampire,0.591462962962963
Alien,Mage,Vampire,0.6530666666666667
Fairy,Mermaid,Tank,0.574280701754386
Zombie,Tank,Vampire,0.6455762711864407
Alien,Cleric,Puppet,0.7081060606060606
Goblin,Vampire,Cyclops,0.6838245614035088
